Reference,DOI,Order,Species,Location,Stage,Sex,Temperature,Record,Response,Unit,mean,sem,n,Source
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,20.56542,Study,Growth,mg g^–1 wet mass d^–1,9.093274,NA,NA,Figure 7
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,21.550065,Study,Growth,mg g^–1 wet mass d^–1,6.2847557,NA,NA,Figure 7
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,23.54019,Study,Growth,mg g^–1 wet mass d^–1,4.7860413,NA,NA,Figure 7
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,23.0482465,Study,Growth,mg g^–1 wet mass d^–1,2.6829584,NA,NA,Figure 7
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,22.4607885,Study,Growth,mg g^–1 wet mass d^–1,2.1211405,NA,NA,Figure 7
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,21.2658165,Study,Growth,mg g^–1 wet mass d^–1,2.7719235,NA,NA,Figure 7
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,19.887601,Study,Growth,mg g^–1 wet mass d^–1,3.5583527,NA,NA,Figure 7
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,16.4521455,Study,Growth,mg g^–1 wet mass d^–1,4.8312387,NA,NA,Figure 7
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,16.4535675,Study,Growth,mg g^–1 wet mass d^–1,4.9851685,NA,NA,Figure 7
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,16.662576,Study,Growth,mg g^–1 wet mass d^–1,5.0158715,NA,NA,Figure 7
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,17.122828,Study,Growth,mg g^–1 wet mass d^–1,6.587133,NA,NA,Figure 7
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,17.240673,Study,Growth,mg g^–1 wet mass d^–1,7.8814955,NA,NA,Figure 7
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,19.7953415,Study,Growth,mg g^–1 wet mass d^–1,7.8044276,NA,NA,Figure 7
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,21.2880105,Study,Growth,mg g^–1 wet mass d^–1,6.638631,NA,NA,Figure 7
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,23.0355645,Study,Growth,mg g^–1 wet mass d^–1,5.0663834,NA,NA,Figure 7
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,21.713834,Study,Growth,mg g^–1 wet mass d^–1,3.2397609,NA,NA,Figure 7
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,22.128302,Study,Growth,mg g^–1 wet mass d^–1,3.2080224,NA,NA,Figure 7
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,21.0373665,Study,Growth,mg g^–1 wet mass d^–1,2.9783785,NA,NA,Figure 7
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,21.324815,HadISST,Growth,g wet mass m^–2 d^–1,37.823105,NA,NA,Figure 8
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,20.873815,HadISST,Growth,g wet mass m^–2 d^–1,26.78191,NA,NA,Figure 8
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,17.49842,Study,Growth,g wet mass m^–2 d^–1,16.726873,NA,NA,"Figure 7, 8"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,17.196144,Study,Growth,g wet mass m^–2 d^–1,27.483858,NA,NA,"Figure 7, 8"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,16.1479935,Study,Growth,g wet mass m^–2 d^–1,31.927902,NA,NA,"Figure 7, 8"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,16.410007,Study,Growth,g wet mass m^–2 d^–1,55.555992,NA,NA,"Figure 7, 8"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,18.338362,Study,Growth,g wet mass m^–2 d^–1,68.186745,NA,NA,"Figure 7, 8"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,20.56542,Study,Growth,g wet mass m^–2 d^–1,95.06979,NA,NA,"Figure 7, 8"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,21.550065,Study,Growth,g wet mass m^–2 d^–1,120.818375,NA,NA,"Figure 7, 8"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,23.54019,Study,Growth,g wet mass m^–2 d^–1,90.346664,NA,NA,"Figure 7, 8"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,23.0482465,Study,Growth,g wet mass m^–2 d^–1,73.23971,NA,NA,"Figure 7, 8"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,22.4607885,Study,Growth,g wet mass m^–2 d^–1,46.565098,NA,NA,"Figure 7, 8"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,21.2658165,Study,Growth,g wet mass m^–2 d^–1,30.148481,NA,NA,"Figure 7, 8"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,19.887601,Study,Growth,g wet mass m^–2 d^–1,35.67768,NA,NA,"Figure 7, 8"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,16.4521455,Study,Growth,g wet mass m^–2 d^–1,42.735493,NA,NA,"Figure 7, 8"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,16.4535675,Study,Growth,g wet mass m^–2 d^–1,42.83964,NA,NA,"Figure 7, 8"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,16.662576,Study,Growth,g wet mass m^–2 d^–1,34.510986,NA,NA,"Figure 7, 8"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,17.122828,Study,Growth,g wet mass m^–2 d^–1,35.1102,NA,NA,"Figure 7, 8"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,17.240673,Study,Growth,g wet mass m^–2 d^–1,63.669975,NA,NA,"Figure 7, 8"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,19.7953415,Study,Growth,g wet mass m^–2 d^–1,81.03498,NA,NA,"Figure 7, 8"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,21.2880105,Study,Growth,g wet mass m^–2 d^–1,113.0952,NA,NA,"Figure 7, 8"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,23.0355645,Study,Growth,g wet mass m^–2 d^–1,107.82464,NA,NA,"Figure 7, 8"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,21.713834,Study,Growth,g wet mass m^–2 d^–1,88.25234,NA,NA,"Figure 7, 8"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,22.128302,Study,Growth,g wet mass m^–2 d^–1,57.28648,NA,NA,"Figure 7, 8"
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,20.53699,HadISST,Size,cm stipe^–1 (length),75.6,1.497108324,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,17.36683,HadISST,Size,cm stipe^–1 (length),84.5,1.862256696,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,17.24128,HadISST,Size,cm stipe^–1 (length),81.1,1.296276719,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,17.76098,HadISST,Size,cm stipe^–1 (length),89.3,1.55188058,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,19.64408,HadISST,Size,cm stipe^–1 (length),90.4,1.168474789,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,22.70859,HadISST,Size,cm stipe^–1 (length),98,1.022415441,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,21.74294,HadISST,Size,cm stipe^–1 (length),103.8,1.843999277,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,19.27822,HadISST,Mass,g dry mass stipe^–1,8.38,0.812455127,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,22.80246,HadISST,Mass,g dry mass stipe^–1,12.75,0.848969964,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,20.53699,HadISST,Mass,g dry mass stipe^–1,25.9,1.022415441,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,17.36683,HadISST,Mass,g dry mass stipe^–1,26.2,0.931128348,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,17.24128,HadISST,Mass,g dry mass stipe^–1,26,0.63900965,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,17.76098,HadISST,Mass,g dry mass stipe^–1,32.5,0.766811581,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,19.64408,HadISST,Mass,g dry mass stipe^–1,29.9,0.620752232,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,22.70859,HadISST,Mass,g dry mass stipe^–1,37.6,1.004158022,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,21.74294,HadISST,Mass,g dry mass stipe^–1,43,1.168474789,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,19.27822,HadISST,Growth,mm d^–1 (lamina),2,0.100415802,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,22.80246,HadISST,Growth,mm d^–1 (lamina),1.1,0.074855416,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,20.53699,HadISST,Growth,mm d^–1 (lamina),1.28,0.076681158,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,17.36683,HadISST,Growth,mm d^–1 (lamina),1.71,0.094938577,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,17.24128,HadISST,Growth,mm d^–1 (lamina),1.87,0.100415802,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,17.76098,HadISST,Growth,mm d^–1 (lamina),1.96,0.093112835,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,19.64408,HadISST,Growth,mm d^–1 (lamina),1.1,0.089461351,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,22.70859,HadISST,Growth,mm d^–1 (lamina),0.76,0.047469288,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,21.74294,HadISST,Growth,mm d^–1 (lamina),0.92,0.080332642,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,19.27822,HadISST,Mass,g dry mass lamina^–1,95.7,5.075562366,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,22.80246,HadISST,Mass,g dry mass lamina^–1,96.8,7.558571294,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,20.53699,HadISST,Mass,g dry mass lamina^–1,46.6,3.012474066,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,17.36683,HadISST,Mass,g dry mass lamina^–1,33.1,2.263919904,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,17.24128,HadISST,Mass,g dry mass lamina^–1,47.7,1.953543788,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,17.76098,HadISST,Mass,g dry mass lamina^–1,65.5,3.596711461,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,19.64408,HadISST,Mass,g dry mass lamina^–1,99,6.244037156,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,22.70859,HadISST,Mass,g dry mass lamina^–1,94.8,4.984275273,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,21.74294,HadISST,Mass,g dry mass lamina^–1,47.8,2.464751509,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,19.27822,HadISST,Size,cm lamina^–1 (length),45.8,1.55188058,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,22.80246,HadISST,Size,cm lamina^–1 (length),44.3,1.971801207,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,20.53699,HadISST,Size,cm lamina^–1 (length),26.8,1.058930278,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,17.36683,HadISST,Size,cm lamina^–1 (length),26.3,0.912870929,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,17.24128,HadISST,Size,cm lamina^–1 (length),30,1.040672859,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,17.76098,HadISST,Size,cm lamina^–1 (length),34.7,1.131959952,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,19.64408,HadISST,Size,cm lamina^–1 (length),46.3,2.0630883,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,22.70859,HadISST,Size,cm lamina^–1 (length),42.2,1.369306394,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,21.74294,HadISST,Size,cm lamina^–1 (length),26.2,1.168474789,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,20.53699,HadISST,Size,cm^2 lamina^–1,2990,174.7234958,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,19.64408,HadISST,Size,cm^2 lamina^–1,7216,258.5250471,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,20.53699,HadISST,Mass,mg dry mass cm^–1,15.5,0.401663209,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,19.64408,HadISST,Mass,mg dry mass cm^–1,14.1,0.328633535,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,19.27822,HadISST,Growth,g dry mass sporophyte^–1 d^–1,0.59,0.040166321,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,22.80246,HadISST,Growth,g dry mass sporophyte^–1 d^–1,0.42,0.036514837,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,20.53699,HadISST,Growth,g dry mass sporophyte^–1 d^–1,0.27,0.031037612,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,17.36683,HadISST,Growth,g dry mass sporophyte^–1 d^–1,0.29,0.027386128,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,17.24128,HadISST,Growth,g dry mass sporophyte^–1 d^–1,0.4,0.027386128,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,17.76098,HadISST,Growth,g dry mass sporophyte^–1 d^–1,0.5,0.041992063,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,19.64408,HadISST,Growth,g dry mass sporophyte^–1 d^–1,0.38,0.032863353,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,22.70859,HadISST,Growth,g dry mass sporophyte^–1 d^–1,0.27,0.025560386,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,21.74294,HadISST,Growth,g dry mass sporophyte^–1 d^–1,0.23,0.021908902,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,20.53699,HadISST,Growth,g dry mass sporophyte^–1 d^–1,0.3,0.025560386,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,17.36683,HadISST,Growth,g dry mass sporophyte^–1 d^–1,0.29,0.025560386,30,Table 1
Larkum 1986,10.1016/0022-0981(86)90241-8,Laminariales,Ecklonia radiata,"Fairlight Bay, New South Wales, Australia",Sporophyte,NA,17.24128,HadISST,Growth,g dry mass sporophyte^–1 d^–1,0.43,0.025560386,30,Table 1
